client_id|ssn|first_name|last_name|gender|street|city|state|zip|latitude|longitude|city_pop|job|dob|email|phonenum|profile
4dd600e8-210b-4b6d-84dc-ae6de2bd6fbf|779-45-9693|Laura|Gardner|F|40465 Andrew Pine|Hasty|CO|81044|-103.015|37.959|224|Sales executive|1944-05-20|laura.gardner@hotmail.com|520.026.3187x629|adults_50up_female_rural.json
33270b71-0ea7-4fe2-9ce1-bbfb06a5f11b|147-92-7956|Stacie|Simon|F|79055 Calderon Spurs Suite 417|Thorndike|MA|01079|-72.3296|42.1929|692|Public librarian|1969-04-03|stacie.simon@gmail.com|(424)815-8842|adults_50up_female_rural.json
c39a3841-b64c-4e46-b1ec-b6fc31f66641|204-99-0071|Christine|Love|F|989 Garcia Squares Suite 237|Huntland|TN|37345|-86.2694|35.0512|2311|Surveyor, building|1958-09-09|christine.love@yahoo.com|997.647.0044|adults_50up_female_rural.json
5e69dc94-eac1-4120-a63f-c61f69b1e03f|443-14-5294|Madison|Rivera|F|08872 David Path Suite 062|Brooklyn|NY|11238|-73.9644|40.679|2504700|Communications engineer|1973-12-27|madison.rivera@gmail.com|631.782.8668x43491|adults_2550_female_urban.json
83922abc-909a-451a-b83f-ffaddb9ab1cc|784-62-6638|Kyle|Graham|M|564 Dixon Glens|Grundy|VA|24614|-82.1061|37.2967|8061|Solicitor|1992-07-06|kyle.graham@yahoo.com|(606)413-5832x7917|adults_2550_male_urban.json
6a0cd090-30d5-47fb-b14e-8f0c976219ab|225-28-2369|Brian|Lambert|M|3846 Simpson Ridge Suite 463|Saint Louis|MO|63135|-90.3012|38.7496|927396|Psychotherapist, dance movement|1968-12-03|brian.lambert@hotmail.com|+1-235-640-4168x91302|adults_50up_male_urban.json
718fc188-e389-4347-87dd-16555a83af45|794-63-3411|Matthew|Rodriguez|M|74815 Jennings Squares|Austin|TX|78737|-97.9427|30.2107|940359|Environmental health practitioner|1990-06-03|matthew.rodriguez@gmail.com|531.284.0383x46761|adults_2550_male_urban.json
a9227f8b-6a56-49e3-a5d1-1d36ffa5422a|361-89-0955|Jonathan|King|M|0320 Baker Valleys Suite 407|Otoe|NE|68417|-96.1329|40.7355|292|Radio broadcast assistant|2000-11-29|jonathan.king@gmail.com|+1-100-911-7853x932|young_adults_male_rural.json
86f1b63e-1b34-4308-b6a3-e5802d69131e|851-81-9465|Henry|Taylor|M|8893 Michael Port Apt. 504|Pittsville|MD|21850|-75.4076|38.3755|2790|Sub|1952-12-01|henry.taylor@hotmail.com|(432)457-0140x124|adults_50up_male_urban.json
fc25eb66-8517-4fb4-9249-bd3e510c448e|766-57-7636|Paul|Little|M|53702 Aguilar Parks|Glasgow|MT|59230|-106.6094|48.2034|4490|Sports administrator|1997-10-04|paul.little@hotmail.com|097-470-4589x417|adults_2550_male_urban.json
935c75ee-8302-4d1e-affa-f2938f1caabe|397-60-5484|Michael|Quinn|M|55111 Davis Motorway Suite 853|Dexter|MN|55926|-92.7268|43.716|853|Fish farm manager|1966-05-17|michael.quinn@yahoo.com|445.635.9450x9780|adults_50up_male_rural.json
1b21d26c-c34f-4c87-9c40-1b7636e8dc08|349-88-6333|Alexandria|Sullivan|F|60667 Julie Shore Apt. 312|Himrod|NY|14842|-76.9508|42.5945|938|Electrical engineer|1944-02-15|alexandria.sullivan@hotmail.com|+1-220-419-1594x84044|adults_50up_female_rural.json
1b21d26c-c34f-4c87-9c40-1b7636e8dc08|349-88-6333|Alexandria|Sullivan|F|60667 Julie Shore Apt. 312|Himrod|NY|14842|-76.9508|42.5945|938|Electrical engineer|1944-02-15|alexandria.sullivan@hotmail.com|+1-220-419-1594x84044|adults_50up_female_rural.json
85900753-4181-43a1-b7e0-a483ddd01e1d|543-03-7616|Amy|Jones|F|819 Rivera Wells Suite 624|Buffalo|SC|29321|-81.6826|34.7247|2596|Recycling officer|1992-11-30|amy.jones@yahoo.com|(194)012-6613|adults_2550_female_urban.json
26e758b3-e2da-424b-ad2a-5fc3c90f468d|404-99-7729|Sherri|Hansen|F|293 Tran Hill|Vinalhaven|ME|04863|-68.8368|44.0397|1165|Armed forces training and education officer|1990-12-30|sherri.hansen@gmail.com|615.986.3560x80328|adults_2550_female_rural.json
aa38990a-920f-424b-83ec-5525283f5089|014-33-9444|Sarah|Potter|F|822 Mitchell Oval Apt. 113|Austin|TX|78701|-97.7426|30.2713|940359|Site engineer|1985-12-21|sarah.potter@hotmail.com|+1-652-275-4038x85140|adults_2550_female_urban.json
47c8b336-83c8-4801-9459-1dd479639118|347-04-8603|Samuel|Johnson|M|2826 Michael Villages Suite 433|Roy|WA|98580|-122.4483|46.956|11099|Engineer, water|1973-01-18|samuel.johnson@hotmail.com|001-027-126-9162x1798|adults_2550_male_urban.json
ab8b9f5d-cdd1-425b-84f0-9e505f490e05|710-91-1832|Summer|Richardson|F|86326 Rocha Mountain|Edgewood|MD|21040|-76.3056|39.4277|24420|Publishing rights manager|1974-10-04|summer.richardson@yahoo.com|579.426.4598x2318|adults_2550_female_urban.json
3812090b-8934-478d-a74d-76ea8ab89cb0|267-70-0174|Destiny|Price|F|202 Margaret Gateway|Linville Falls|NC|28647|-81.6755|35.7792|89|Biomedical engineer|1994-11-02|destiny.price@hotmail.com|+1-507-934-3179x2199|adults_2550_female_rural.json
d41a58a8-1f3b-47f4-92f1-ec9c10951496|744-43-7895|David|Barber|M|12861 Beck Parkways|Dornsife|PA|17823|-76.7626|40.7571|1273|Freight forwarder|1967-02-10|david.barber@yahoo.com|769.990.9129|adults_50up_male_rural.json
3843e98d-d524-4072-a0a7-6b98ef31014d|694-99-3641|Lance|Franklin|M|291 Martin Coves Suite 901|Mansfield|TX|76063|-97.1416|32.5773|61361|Radiographer, diagnostic|1942-06-13|lance.franklin@hotmail.com|+1-563-359-1497|adults_50up_male_urban.json
bfbe39be-3f0f-4329-9670-616d2622f0f8|370-93-1198|Sarah|Burns|F|955 Amanda Road Suite 067|Fentress|TX|78622|-97.7728|29.7648|296|Designer, ceramics/pottery|1987-07-17|sarah.burns@yahoo.com|+1-589-868-3671|adults_2550_female_rural.json
f6c6e899-ef93-40c6-acec-9efb936a2191|700-83-1998|Nancy|Bowen|F|056 Blake Heights Apt. 267|Mission|TX|78572|-98.3909|26.2644|167182|Nurse, mental health|1959-10-23|nancy.bowen@hotmail.com|939-469-3829x448|adults_50up_female_urban.json
f6c6e899-ef93-40c6-acec-9efb936a2191|700-83-1998|Nancy|Bowen|F|056 Blake Heights Apt. 267|Mission|TX|78572|-98.3909|26.2644|167182|Nurse, mental health|1959-10-23|nancy.bowen@hotmail.com|939-469-3829x448|adults_50up_female_urban.json
c1d7ad66-5c3b-41b8-b248-056bb2b48149|686-14-2656|Nicholas|Ferguson|M|3362 Steven Street Suite 182|Buxton|OR|97109|-123.2146|45.737|577|International aid/development worker|2002-11-12|nicholas.ferguson@hotmail.com|(525)008-2060x42649|young_adults_male_rural.json
3d290c14-7365-4b5f-a4e3-5285fd63ab0a|133-20-4309|Zachary|Franco|M|5226 Duncan Divide Suite 687|Cathlamet|WA|98612|-123.3627|46.1954|2704|Textile designer|1948-06-08|zachary.franco@yahoo.com|716-892-4881|adults_50up_male_urban.json
d721f3d0-6b92-4af5-8c7c-228fbf61116f|041-54-9534|Brian|Wells|M|41620 Nicholas Roads|Reva|VA|22735|-78.1572|38.4604|2277|Solicitor|1990-12-15|brian.wells@yahoo.com|292.558.9660|adults_2550_male_rural.json
47f49efe-4a64-4ce4-999b-407a8a168c48|539-77-9820|Christopher|Edwards|M|3777 Latoya Cliffs Apt. 049|Sioux Falls|SD|57117|-96.7913|43.6746|161141|Geneticist, molecular|1972-10-27|christopher.edwards@gmail.com|4583821891|adults_50up_male_urban.json
8aee94a1-2381-477e-9c74-c6df502e4585|664-25-9187|Vicki|King|F|81578 Stephens Hollow Suite 253|Port Byron|NY|13140|-76.6449|43.0427|4488|Environmental education officer|1967-06-03|vicki.king@gmail.com|420.627.6295x5409|adults_50up_female_urban.json
4f47ca2d-4f4b-4ab9-a7bf-227de77c7a26|377-81-6632|Tiffany|Schroeder|F|827 Daniel Curve Apt. 686|Audubon|NJ|08106|-75.0724|39.891|9874|Multimedia programmer|1993-06-26|tiffany.schroeder@yahoo.com|129.635.9419x1660|adults_2550_female_urban.json
d1ea1e9b-6416-437d-b80d-4ad67fe08a8b|339-28-0944|Phillip|Hansen|M|58088 Gonzales Orchard|Woodstock|OH|43084|-83.5461|40.1816|841|Engineer, civil (consulting)|1949-05-08|phillip.hansen@gmail.com|878-247-9884x427|adults_50up_male_rural.json
522d2966-2caf-49d6-a5f3-c9068196e8ef|808-49-7835|Kristin|Smith|F|21615 Duncan Dam Suite 908|Weston|MA|02493|-71.3001|42.3589|11261|Social worker|1957-04-23|kristin.smith@gmail.com|021-871-3669x7141|adults_50up_female_urban.json
145c5b3b-9353-44e8-82b7-a2e387ecdd40|170-21-3853|Cynthia|Alexander|F|666 Diane Dale Apt. 221|Lamar|MO|64759|-94.3364|37.5191|8244|Leisure centre manager|1954-09-03|cynthia.alexander@gmail.com|(286)413-9556|adults_50up_female_urban.json
97ff6ec3-6cf8-477d-bf33-8b2c09e63d34|544-46-0625|Monica|Wagner|F|734 Gomez Dam|Milwaukee|WI|53209|-87.9478|43.1188|817312|Petroleum engineer|1971-04-17|monica.wagner@hotmail.com|001-538-744-9778x56363|adults_50up_female_urban.json
6ad14d34-eb50-43dd-8198-d76e669a31bf|154-29-1696|Elizabeth|Riggs|F|3094 Cassandra Viaduct Suite 648|Reno|OH|45773|-81.2673|39.4585|83|Patent examiner|2002-03-21|elizabeth.riggs@hotmail.com|(432)107-3901|young_adults_female_rural.json
c01c95f7-65c3-4aad-b6fb-7c491c200a5b|683-91-6208|Willie|Montoya|M|0726 Torres Highway|Worthington|PA|16262|-79.6298|40.8378|3007|Radiographer, therapeutic|1959-10-06|willie.montoya@hotmail.com|(206)564-8929|adults_50up_male_urban.json
68e81648-3cc2-4855-9b49-fed61d459cf5|523-24-0579|Elizabeth|Grant|F|9095 Dale Centers Apt. 466|Bremerton|WA|98312|-122.6958|47.5754|84812|Advice worker|1995-06-15|elizabeth.grant@yahoo.com|580-681-0474|adults_2550_female_urban.json
3ac394b0-0baf-4154-8a4e-e66aeec0ffd5|018-93-7486|Bradley|Graham|M|65676 Palmer Mill|Atlanta|GA|30326|-84.3582|33.8482|900273|Research officer, government|1967-12-22|bradley.graham@hotmail.com|(628)692-9516|adults_50up_male_urban.json
63083dc4-58d7-4610-99df-ba32b1185beb|096-34-4317|Anthony|Wise|M|9632 Palmer Circle Apt. 737|Soquel|CA|95073|-121.9507|37.0048|10154|Medical physicist|1991-01-22|anthony.wise@hotmail.com|126.769.4235|adults_2550_male_urban.json
74c1c8fe-200e-4eba-be32-ca135473a839|536-89-0444|Robert|Orr|M|0924 Clark Spurs|Penhook|VA|24137|-79.6645|36.9201|2582|Pilot, airline|1962-08-15|robert.orr@gmail.com|902.326.9707x190|adults_50up_male_urban.json
fee8f831-634c-413f-b0f7-7832b01c4ef2|557-21-5534|Morgan|Munoz|F|807 Rachel Burgs|Savery|WY|82332|-107.4234|41.0395|97|Accommodation manager|1944-07-05|morgan.munoz@gmail.com|(815)718-3952|adults_50up_female_rural.json
36a63637-ada7-4dc0-93b1-6f171f06fc43|650-15-4874|Cameron|Cole|M|85833 Jessica Views Suite 370|Edinburg|ND|58227|-97.8932|48.4997|504|Administrator, Civil Service|2001-08-07|cameron.cole@hotmail.com|+1-728-676-8521x031|young_adults_male_rural.json
c4ee4caf-93db-48b1-ab23-028ab3202001|839-94-8315|Joshua|Cruz|M|88493 Wilkins Crest|Seneca|WI|54654|-90.9405|43.2064|153|Education officer, museum|1931-05-02|joshua.cruz@hotmail.com|+1-200-377-1204x26149|adults_50up_male_rural.json
afb2c80b-4736-4dc2-9d4c-e768961ef4d3|850-47-4589|Matthew|Newton|M|06988 Alexis Camp Suite 941|Newbury|OH|44065|-81.2345|41.475|4433|Television floor manager|1988-10-11|matthew.newton@hotmail.com|001-195-852-1482x4355|adults_2550_male_urban.json
8dda4ab0-1ffc-49b7-b55d-5d991a338f0b|299-17-1284|Amber|Valencia|F|529 Gonzalez Station Suite 276|Beemer|NE|68716|-96.815|41.9374|1011|Special effects artist|1954-10-09|amber.valencia@hotmail.com|001-587-962-7951x29565|adults_50up_female_rural.json
b75322a6-d2ee-474e-ad97-44fc0ea55779|053-70-9245|Tyler|Hunter|M|62779 Patterson Run Apt. 027|Cooperstown|ND|58425|-98.1533|47.4527|1379|Advertising art director|1960-04-27|tyler.hunter@gmail.com|001-167-121-2602x869|adults_50up_male_rural.json
a969fb98-1a9d-4b5a-9254-24e4ebdeb28f|036-38-6925|Christopher|Murray|M|58545 Wilkerson Common Apt. 335|Walland|TN|37886|-83.8243|35.7533|4418|Operational investment banker|1955-12-31|christopher.murray@gmail.com|803-607-9734x1045|adults_50up_male_urban.json
b38d77be-1f91-46d2-827e-1fac10365dbf|730-22-4331|Caitlyn|Browning|F|7799 William Rapids|North Brookfield|MA|01535|-72.0821|42.2665|4680|Claims inspector/assessor|1955-05-06|caitlyn.browning@hotmail.com|(037)141-1921|adults_50up_female_urban.json
50743061-5d7a-44ab-80c8-1bd172744cc2|463-43-8989|Leslie|Henson|F|866 Amanda Meadow Apt. 466|Seminole|TX|79360|-102.6828|32.721|13574|Surgeon|1996-09-03|leslie.henson@gmail.com|824-424-5715x02942|adults_2550_female_urban.json
fa0f8acc-c572-4ea4-9adf-4eac07a432ab|017-49-8851|Bryan|Jones|M|92904 Karen Crest|Dixon|CA|95620|-121.8088|38.4403|20553|Diagnostic radiographer|1996-05-01|bryan.jones@gmail.com|+1-097-415-0640x662|adults_2550_male_urban.json
56e17d9d-d67f-4c51-9ccd-160793790a48|517-97-8207|Henry|Barajas|M|9494 Hill Villages Apt. 068|Mode|IL|62444|-88.8053|39.4346|387|Hydrologist|1983-06-19|henry.barajas@hotmail.com|001-410-258-6727x7925|adults_2550_male_rural.json
85ae2436-bd0f-4eb9-924e-d5d31044b1e6|776-40-6441|Christopher|Miller|M|0923 Rivera Ramp Suite 790|Summerland Key|FL|33042|-81.5099|24.667|5829|Engineer, mining|1986-11-01|christopher.miller@hotmail.com|(943)913-7098x134|adults_2550_male_urban.json
ebbf057a-1fdf-47e8-a30e-e6cc8d834e0a|473-06-9661|Tony|Jones|M|9334 Joseph Falls|Udall|MO|65766|-92.2334|36.5253|105|Secondary school teacher|1970-04-09|tony.jones@yahoo.com|001-995-841-9121x90768|adults_50up_male_rural.json
83befd4f-de9d-47fa-b963-d2adce5aca21|424-18-5141|Shannon|Jennings|F|3211 Anne Circle Apt. 319|Norwalk|CA|90650|-118.0818|33.9056|105549|Corporate investment banker|1999-04-22|shannon.jennings@hotmail.com|985-346-1430x46280|young_adults_female_urban.json
83befd4f-de9d-47fa-b963-d2adce5aca21|424-18-5141|Shannon|Jennings|F|3211 Anne Circle Apt. 319|Norwalk|CA|90650|-118.0818|33.9056|105549|Corporate investment banker|1999-04-22|shannon.jennings@hotmail.com|985-346-1430x46280|young_adults_female_urban.json
302a2cbc-296a-4ee6-ac64-92f5e2401a25|054-15-5577|Michael|Griffin|M|537 Erika Divide Suite 602|Clayton|NM|88415|-103.1888|36.4414|3569|Office manager|1960-04-23|michael.griffin@gmail.com|506-655-3517|adults_50up_male_urban.json
d51d61b6-cbb7-40d0-af15-d7d40f3b38d2|276-27-6052|John|Alexander|M|1492 Angela Garden Apt. 056|Clay City|KY|40312|-83.9309|37.8524|5898|Health physicist|1958-12-05|john.alexander@hotmail.com|+1-616-069-4505x989|adults_50up_male_urban.json
28f708a8-456f-4ab1-9739-67c9183404d5|601-36-7720|Eric|Baker|M|9993 Dawn Freeway Suite 488|North Matewan|WV|25688|-82.108|37.7431|448|Field trials officer|1969-08-02|eric.baker@yahoo.com|014-257-1440|adults_50up_male_rural.json
73bc32a4-0bb9-4946-8727-cad3adad24fd|752-67-2897|Jason|Tucker|M|67867 Smith Brooks|Bardstown|KY|40004|-85.4613|37.8084|28245|Surveyor, planning and development|1964-09-26|jason.tucker@gmail.com|603.639.4971|adults_50up_male_urban.json
928c7d33-27fe-46b2-89b5-dbd9b461fc43|574-98-0713|Luis|Brown|M|46629 Danielle Rapid|Radiant|VA|22732|-78.1899|38.3146|191|Tour manager|1965-10-22|luis.brown@yahoo.com|001-407-859-2830x21736|adults_50up_male_rural.json
c4f11892-8f88-4701-8390-06a6f6028ed0|334-70-7982|Linda|Williams|F|50051 Casey Passage Suite 606|North Attleboro|MA|02760|-71.3298|41.9775|26739|Psychologist, educational|2000-09-30|linda.williams@yahoo.com|(609)872-7588x227|young_adults_female_urban.json
cec4bcb6-8679-4f0c-bd48-80f913b2e303|898-44-9337|Kristine|Mejia|F|0398 Gregory Path Apt. 900|Colorado Springs|CO|80920|-104.767|38.9497|525713|Secretary/administrator|1999-05-10|kristine.mejia@yahoo.com|520.253.2553|young_adults_female_urban.json
edfc380c-e1db-44eb-8686-572b88dc6d57|501-98-2106|Frank|Kirby|M|0239 Cooper Union|Universal City|TX|78148|-98.2954|29.5465|20150|Education officer, community|1963-09-28|frank.kirby@yahoo.com|2494444847|adults_50up_male_urban.json
895b52a8-dca0-4053-adcd-b5b2dce4ff53|879-80-3538|Anna|Davenport|F|2617 Kennedy Shores|Upper Tract|WV|26866|-79.2586|38.795|929|Lecturer, further education|1966-10-26|anna.davenport@yahoo.com|473-961-9881x5039|adults_50up_female_rural.json
